id
Eco_gene_10012171
Eco_gene_10002524
Eco_gene_10002525
Eco_gene_10002526
Eco_gene_10002527
Eco_gene_10002530
Eco_gene_10002531
Eco_gene_10002532
Eco_gene_10011218
Eco_gene_10011219
Eco_gene_10011220
Eco_gene_10011221
Eco_gene_10011222
Eco_gene_10011226
Eco_gene_10011227
Eco_gene_10011228
Eco_gene_10011231
Eco_gene_10011232
Eco_gene_10004823
Eco_gene_10004824
Eco_gene_10004825
Eco_gene_10004827
Eco_gene_10004828
Eco_gene_10004829
Eco_gene_10004833
Eco_gene_10004834
Eco_gene_10004835
Eco_gene_10004836
Eco_gene_10004837
Eco_gene_10004838
Eco_gene_10004839
Eco_gene_10004840
Eco_gene_10004841
Eco_gene_10004842
Eco_gene_10004843
Eco_gene_10004845
Eco_gene_10004846
Eco_gene_10004847
Eco_gene_10004848
Eco_gene_10004849
Eco_gene_10004851
Eco_gene_10004852
Eco_gene_10004853
Eco_gene_10004854
Eco_gene_10004856
Eco_gene_10004858
Eco_gene_10004860
Eco_gene_10016313
Eco_gene_10016316
Eco_gene_10016317
Eco_gene_10016318
Eco_gene_10016319
Eco_gene_10016320
Eco_gene_10016321
Eco_gene_10016322
Eco_gene_10016323
Eco_gene_10010324
Eco_gene_10010325
Eco_gene_10010326
Eco_gene_10010327
Eco_gene_10010328
Eco_gene_10010330
Eco_gene_10010331
Eco_gene_10010335
Eco_gene_10010336
Eco_gene_10010337
Eco_gene_10010338
Eco_gene_10022734
Eco_gene_10010339
Eco_gene_10010340
Eco_gene_10010341
Eco_gene_10010342
Eco_gene_10010344
Eco_gene_10006839
Eco_gene_10006840
Eco_gene_10006842
Eco_gene_10006843
Eco_gene_10006844
Eco_gene_10006845
Eco_gene_10006847
Eco_gene_10006848
Eco_gene_10006849
Eco_gene_10006853
Eco_gene_10006856
Eco_gene_10006857
Eco_gene_10006858
Eco_gene_10006859
Eco_gene_10006500
Eco_gene_10006501
Eco_gene_10022692
Eco_gene_10006502
Eco_gene_10006503
Eco_gene_10006504
Eco_gene_10006506
Eco_gene_10006507
Eco_gene_10006508
Eco_gene_10006509
Eco_gene_10006510
Eco_gene_10006512
Eco_gene_10006514
Eco_gene_10006515
Eco_gene_10023449
Eco_gene_10006517
Eco_gene_10006518
Eco_gene_10006519
Eco_gene_10006520
Eco_gene_10006521
Eco_gene_10006522
Eco_gene_10006523
Eco_gene_10006524
Eco_gene_10006525
Eco_gene_10006528
Eco_gene_10006529
Eco_gene_10006530
Eco_gene_10006531
Eco_gene_10006532
Eco_gene_10006533
Eco_gene_10006535
Eco_gene_10006537
Eco_gene_10006538
Eco_gene_10006539
Eco_gene_10006541
Eco_gene_10006542
Eco_gene_10006543
Eco_gene_10006544
Eco_gene_10006545
Eco_gene_10009859
Eco_gene_10009860
Eco_gene_10009861
Eco_gene_10009862
Eco_gene_10009865
Eco_gene_10009867
Eco_gene_10009868
Eco_gene_10009870
Eco_gene_10009871
Eco_gene_10009872
Eco_gene_10009873
Eco_gene_10009874
Eco_gene_10009875
Eco_gene_10009876
Eco_gene_10009877
Eco_gene_10009878
Eco_gene_10009880
Eco_gene_10009881
Eco_gene_10009882
Eco_gene_10009883
Eco_gene_10009885
Eco_gene_10009886
Eco_gene_10009887
Eco_gene_10009888
Eco_gene_10009890
Eco_gene_10009891
