ASV	BJ-1	BJ-2	BJ-3	HLD_A-1	HLD_A-2	HLD_A-3	HLD_B-1	HLD_B-2	HLD_B-3	MW-1	MW-2	MW-3	POND_A-1	POND_A-2	POND_A-3	POND_B-1	POND_B-2	POND_B-3	WLD-1	WLD-2	WLD-3	WZ-1	WZ-2	WZ-3
2b50d2cb154b03c51f6a3d5471f9fa4a	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1453.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37af884b752afa02b48ac7f5d0c5aeab	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1402.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0efeb7f45f65a46db21a4ceea8fa0c84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1386.0	0.0
073573d93b4f06644d21c4aeff35fe22	0.0	0.0	0.0	1381.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
760f0125f77ac356ede36a4a479fe357	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e5972f258594a8fa8c8f6ec344c7f3ed	0.0	787.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	573.0	0.0	0.0	0.0	0.0	0.0
90593f426a96376d650fed89d7411a05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3857ec1f3e608507c7ced706de3551ff	0.0	0.0	0.0	0.0	0.0	1335.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66d12a5b2cce7d8028e16a1b5fa7970f	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1315.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1b1ea267187c4d9c32e19e06e83340b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	27.0	0.0	53.0	186.0	501.0	490.0	0.0	0.0	0.0
da226fe7e0a0490cfa427f1a43b11a90	0.0	0.0	0.0	1304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a7d5accc6ac701a85bbf88b95de879c9	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1295.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c853a716bc8eb6e548bd1525a8e9e9bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1277.0	0.0	0.0	0.0	0.0
bed997a12584cc369d4c26dff237f709	0.0	0.0	0.0	0.0	336.0	325.0	0.0	552.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
edd87b42aefc1a403aab4ff4db82b8db	0.0	0.0	210.0	0.0	2.0	0.0	0.0	0.0	0.0	955.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb803ad6cb69f0af6efd40ad08d5b53a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
1044e58b79d0b5ec8559d42de1dfef9c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1239.0	0.0	0.0	0.0	0.0
0a4179d2c77e3ee560b3ea4ef795e0e9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f2ddd1ee2daea931dc63f7f0ded0660d	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1194.0	0.0	0.0	0.0
3ee878a717a8a2ffe7347690be69f1db	0.0	0.0	0.0	0.0	0.0	1188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9262fd418013a39bfdd57817051f2763	0.0	0.0	0.0	0.0	0.0	1183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75bb1c2989389aa088060a23dda12de1	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	458.0	0.0	659.0	7.0	0.0	17.0	0.0	0.0	0.0	10.0	0.0	0.0
