	s100	s101	s102	s103	s104	s105	s106	s108	s109	s10	s110	s112	s113	s114	s115	s116	s117	s118	s119	s11	s120	s121	s122	s123	s124	s125	s126	s127	s128	s129	s12	s130	s132	s133	s134	s135	s136	s137	s138	s139	s13	s140	s141	s142	s143	s144	s145	s146	s148	s149	s14	s150	s151	s152	s153	s154	s156	s157	s158	s159	s15	s160	s161	s162	s163	s164	s165	s166	s167	s168	s169	s16	s170	s172	s173	s174	s175	s178	s17	s180	s181	s182	s183	s184	s185	s186	s187	s188	s189	s18	s190	s191	s192	s193	s194	s195	s196	s197	s198	s199	s19	s1	s200	s201	s202	s203	s204	s205	s206	s207	s208	s20	s211	s212	s213	s214	s215	s216	s217	s218	s219	s21	s220	s221	s222	s223	s224	s225	s226	s228	s229	s22	s230	s231	s232	s233	s234	s235	s236	s237	s238	s239	s23	s240	s241	s242	s243	s244	s245	s246	s247	s248	s249	s24	s250	s252	s253	s254	s255	s256	s257	s258	s259	s25	s260	s261	s262	s263	s264	s265	s266	s267	s268	s269	s26	s270	s271	s272	s274	s276	s277	s278	s279	s27	s280	s281	s283	s284	s286	s287	s28	s29	s2	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s4	s50	s52	s53	s54	s55	s56	s57	s58	s5	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s6	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s7	s80	s81	s82	s84	s85	s86	s87	s88	s89	s8	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99	s9
s100	2	-0.09478509	-0.05100858	-0.1123024	-0.05821073	0.2135972	0.03167225	-0.04958396	-0.03387825	0.08699916	-0.09232187	-0.1055228	-0.1118863	-0.1001387	-0.06160315	-0.1180458	-0.1198649	-0.06420124	-0.0592503	-0.07894859	-0.07967595	-0.03746073	-0.09759164	-0.06164029	0.1818345	-0.04991735	0.2315541	-0.08681978	-0.08230431	-0.03360486	-0.08673748	-0.09192662	-0.003201361	-0.06421772	-0.09719294	-0.0634434	-0.09638659	-0.09550708	-0.1158808	-0.05518512	-0.126805	-0.03729251	-0.08200848	-0.04689808	-0.02879587	0.2575101	0.2422436	-0.05056533	0.17574	0.1013817	-0.04401101	-0.03956566	-0.06065519	-0.1075859	0.1478918	0.1293774	-0.002841562	0.02389269	-0.02051224	-0.008033847	0.133533	0.2102466	2.86676e-05	0.1494775	-0.03530854	-0.1167533	-0.0798913	-0.06750775	-0.0705786	0.2755663	0.1091655	-0.04470434	0.1382362	0.1669304	-0.04302115	-0.115862	-0.06692751	0.16181	-0.03911934	0.1172801	0.1774954	-0.07457858	-0.06615534	-0.0567701	-0.08307819	0.1179598	-0.07168541	0.2830675	-0.01835583	-0.08849713	0.007768494	0.001853974	-0.0464287	-0.09642932	0.173925	-0.06698516	0.002212252	-0.07294125	-0.1449785	-0.06225691	-0.06053756	-0.07962268	0.2751985	0.03497184	0.003682203	0.176944	-0.01343191	-0.1223449	-0.06052857	0.0009580837	0.228581	-0.109477	-0.02094204	0.1024456	-0.06697889	0.1523074	0.2228203	-0.1046377	-0.07839038	0.2824233	0.2029076	-0.07862514	-9.822695e-05	0.1784961	-0.04275503	-0.08069588	0.1674675	-0.01377253	-0.07139511	-0.09150892	0.2377614	-0.03184958	-0.05469684	0.1860633	-0.09367776	-0.1151577	-0.05669408	-0.02513504	0.2075767	-0.04800476	-0.06941815	-0.02792524	-0.07776265	0.1924742	-0.09252379	-7.142339e-05	-0.04634506	-0.1184857	0.1252101	-0.0725201	0.1263981	-0.1023071	0.1384155	-0.06561728	0.1385964	0.02385145	0.1847441	-0.04016144	0.0869128	-0.1022254	-0.006585455	-0.06279285	-0.05231262	0.2540055	0.1276206	-0.01368251	0.09825215	0.2632106	-0.06216434	-0.08856531	0.2160415	-0.1139498	0.09536145	-0.09306261	-0.08352976	0.03165633	-0.04388189	0.01731785	-0.1097468	-0.07041475	0.005717856	0.08085558	-0.05489115	-0.06986706	-0.006280678	-0.04472187	0.01741134	-0.03811828	-0.002495367	-0.00993302	-0.02221233	-0.04272419	0.4833848	-0.07081197	0.02642583	-0.07662182	-0.07895756	-0.1326157	-0.07744666	0.008292294	-0.03641052	-0.07937915	-0.065797	-0.0976751	-0.0113286	-0.05320927	-0.1399189	-0.1037086	-0.07634648	0.01500593	-0.03299878	-0.03794247	0.1269091	-0.03002859	-0.07120721	0.02365203	-0.07986725	-0.05025255	-0.07735191	-0.02911725	0.2517412	0.2149077	-0.1103853	-0.08984526	0.03886733	-0.1118186	-0.05146288	-0.02013355	-0.08447441	-0.07477835	-0.0423884	-0.03812031	-0.02747946	-0.02369875	-0.05515316	0.2532637	-0.07040335	-0.04781694	-0.02795548	-0.06712481	-0.1158183	-0.03030202	-0.03880161	-0.1013017	-0.09710495	-0.0359339	-0.06256819	-0.07911233	-0.06899468	-0.1489828	-0.08098655	0.1074785	0.05897964	0.01426095	-0.08915204	-0.02885155	-0.1256397	-0.09808572	0.1495545	0.4297513	-0.08915638	-0.1261532	-0.1139288	-0.006656456	0.2130309	-0.09129405
s101	-0.09478509	2	-0.0004578589	-0.04103933	-0.09212532	-0.05208135	-0.05827504	0.05435068	-0.05641585	-0.09304555	0.0646621	0.1126135	0.1939471	0.4433033	-0.04931565	0.1300672	0.1516629	-0.09802281	0.09691776	-0.04621615	-0.02678392	-0.05060149	-0.1216675	-0.0463698	-0.1240066	-0.009406474	-0.1034756	0.1651052	-0.1244585	-0.05592891	0.09407383	-0.06723294	-0.02701198	-0.05639964	0.1364582	-0.04066242	-0.1227563	0.07298892	0.1935272	-0.02922036	0.147409	-0.05507169	-0.08456832	-0.05644756	-0.1004977	-0.07878057	-0.1524274	-0.04872005	-0.1247548	-0.09508176	-0.07721906	0.1010242	0.3044235	0.08695099	-0.1348886	-0.09947871	-0.006673874	-0.07423889	-0.06054935	-0.08608605	0.1320756	-0.1697017	-0.07158392	-0.1069749	0.1218197	0.1652993	0.08288695	-0.06256759	0.1141723	-0.1106564	-0.1073777	-0.04110501	-0.07295103	-0.09864827	-0.02180124	-0.07158694	0.08823713	-0.1279569	-0.0405889	-0.09494932	0.148484	-0.1020949	-0.0954899	-0.04793922	0.3396354	-0.1307412	0.4630773	-0.09347417	0.05132319	0.06319197	-0.09739902	-0.0906284	0.01450012	0.3943749	-0.1296056	0.1402591	-0.09947278	-0.0743292	-0.1160966	0.2955446	0.08172081	0.1331056	-0.1079297	-0.1030098	-0.0467879	0.1318033	-0.07388342	0.07335109	-0.07456787	0.1969759	-0.1352731	0.08930727	-0.07159497	-0.06971018	0.1042052	-0.1424292	-0.1668429	0.08524181	0.1207722	-0.1197227	-0.08288063	0.1532626	-0.1204996	-0.0834115	-0.03132307	0.1541174	-0.1522186	-0.05364365	-0.05416148	0.1053872	-0.1782531	-0.07676939	-0.09702933	0.1528389	0.1493093	0.3946521	-0.1258604	-0.05696707	-0.1205132	-0.05030014	-0.0383357	-0.1046256	-0.01466457	-0.08018111	0.3061892	-0.05516618	-0.09366276	0.1021985	-0.1075687	0.09168023	0.09469125	-0.06135374	-0.1074317	-0.05614773	-0.07097569	-0.009823531	-0.10685	0.0593969	-0.0794667	-0.09995184	0.1021834	0.1644871	-0.08791573	-0.05557548	-0.1223898	-0.09362159	0.167461	-0.09374211	-0.1066515	0.08854636	0.01436424	-0.08188797	-0.139006	-0.05957666	0.1003362	-0.06597184	-0.1167351	-0.07765574	0.1403692	0.1112295	-0.1077103	-0.06291709	-0.03117044	-0.01946093	0.1020459	-0.05015428	-0.0690896	-0.05597257	-0.03994728	0.09954573	-0.07916052	-0.05896834	-0.09984737	-0.06062248	-0.07766086	0.1862221	0.07469896	0.1616709	-0.06625719	-0.06844001	-0.07871672	-0.04776849	-0.01403842	0.1287216	0.032892	0.2274022	0.1781601	-0.1017681	0.09178934	-0.08708313	-0.06370416	-0.09651163	-0.1705469	-0.07673553	0.1232184	-0.03509585	-0.02466591	0.1540911	0.08857022	-0.1032973	-0.1537529	0.07948093	0.04510725	0.1445988	-0.06222682	-0.07313111	-0.08111484	0.1485909	0.3887449	-0.04251862	-0.08288596	-0.02970504	-0.03456913	-0.05008194	-0.007488158	-0.07532302	-0.07755453	-0.0714607	-0.08709023	-0.06003607	0.06155482	-0.1190759	-0.1041617	0.3038982	0.2058285	-0.08560185	0.01642314	-0.07381156	-0.06080568	0.1538387	0.2593703	-0.1369764	-0.06763805	-0.07451943	0.1036936	0.1036175	0.197186	0.114181	-0.157761	-0.09022175	0.04443785	-0.1252347	0.09325265	-0.03650686	-0.1111706	-0.03260905
s102	-0.05100858	-0.0004578589	2	0.02373497	-0.002927216	0.01360934	0.008924364	-0.03177209	0.02791576	-0.04409075	-0.01067111	0.04216302	0.01339859	-0.01023303	0.01734345	-0.02172198	0.002172443	0.07033689	-0.03502515	-0.009610291	2.914471e-05	0.07738744	0.06586948	0.03268775	-0.07845489	0.0357161	-0.001885562	0.02916088	-0.01399273	-0.002077546	-0.001657663	-0.07846485	0.01899527	0.02121051	-0.05411402	0.07450422	0.01027587	0.0171657	0.08950433	-0.00732455	-0.02178409	0.01507452	-0.0275661	-0.005719597	0.0212718	-0.06745158	-0.06959967	0.02059758	-0.002138972	-0.04816842	-0.04873769	0.005768106	-0.03873014	0.01869101	-0.06550596	-0.03487401	0.06693417	-0.005946533	0.002303779	0.001350843	-0.02391725	-0.09226046	0.01099002	-0.006578511	-0.03339711	0.08495764	0.01186642	-0.02673132	-0.02872859	-0.0687509	0.002246765	-0.00353822	0.01879269	-0.03977371	0.01624327	0.01194674	-0.03551482	-0.05255117	0.02459933	-0.03001355	-0.04690492	0.01081977	0.008462983	-0.01321463	0.008684302	-0.07828509	-0.02167227	0.01231504	-0.004950387	-0.005960893	-0.01286567	-0.0303604	0.2372899	-0.02038251	-0.02851343	0.005125037	-0.01661174	-0.03994764	0.062407	-0.05830788	-0.01302925	0.01421491	-0.03659881	0.004729249	-0.04099897	-0.05123342	0.004767602	-0.01879511	-0.01778853	-0.01672498	-0.05005885	0.01580774	0.006443872	-0.02108274	0.02244447	-0.02591432	-0.1096011	0.04678571	-0.01770361	0.003619174	-0.02252363	-0.0303986	0.08540319	-0.08015114	0.01441994	-0.04365551	-0.05862965	-0.03087031	0.06194491	-0.02896419	-0.07135581	-0.03524634	0.009754849	-0.04638398	0.009494157	-0.01451694	-0.04916095	0.009062024	-0.03314633	0.002941563	-0.03352891	-0.03966724	0.03603931	-0.03763104	-0.02235861	0.01893904	-0.01405493	0.03325805	0.002990932	-0.02679749	-0.02425266	-0.006273897	0.04213798	0.06549139	-0.01178108	0.04136426	-0.01320343	-0.02732851	-0.01455132	0.02915964	-0.02199781	-0.01540093	0.001219769	0.02427934	-0.01645808	-0.0006458193	-0.03099862	-0.05902451	0.03458492	-0.0007098497	-0.07416501	-0.02671665	-0.0783273	-0.0124943	-0.01370777	-0.008993499	0.03463669	0.01222797	0.0359996	-0.01161992	0.003692607	0.09743022	0.02144319	-0.01081551	-0.01521518	0.007536835	0.03498157	0.02936417	-0.009470099	-0.01195394	-0.0677925	0.03845199	-0.03757092	-0.01154438	0.01632006	0.03033185	0.002689885	-0.01198396	0.04389792	0.002958579	0.02133683	-0.005295552	0.03783921	0.02021693	-0.01356537	-0.004879504	0.06326464	0.002584581	-0.04064598	0.02451547	-0.04153287	0.01433022	-0.06704257	-0.06788482	-0.01504152	-0.02470962	0.0333562	0.01675654	0.00975994	-0.01507837	-0.07306853	-0.08317875	0.008555083	0.001284161	-0.0001100184	0.01326445	-0.008498777	-0.03544205	0.001932486	0.01196501	0.009448727	0.05887994	0.02102184	-0.007776747	0.08308409	0.0316277	0.0154851	0.004312675	-0.04915829	0.01584656	0.02624456	0.004083831	0.009110509	-0.04300061	0.009464532	0.03970901	0.01049074	0.01530805	0.01240709	-0.02145029	-0.01156631	0.02063843	0.002815495	0.006276784	-0.009506647	-0.02227355	0.03631817	0.07579348	-0.07664725	-0.03870125	-0.0211401	0.005989312	0.01889978	0.005406905	0.0332974	-0.05329274
s103	-0.1123024	-0.04103933	0.02373497	2	0.1582447	-0.04546621	-0.011537	-0.1030467	-0.0349638	-0.03739039	-0.08831804	-0.0808308	0.2454276	-0.06853871	0.1632478	-0.0438324	0.03621839	0.03199982	-0.01796115	-0.02130863	0.5124532	-0.02007167	0.008331716	0.06748386	-0.09350281	0.05027091	-0.01560386	0.2205377	0.02851627	0.009845002	-0.0537036	0.1726048	0.04284098	0.1664674	0.1929017	-0.0223063	-0.02464649	-0.09253095	-0.08222949	0.318529	-0.07708182	-0.06445345	0.001669804	0.4322329	-0.07808731	-0.03122221	-0.08894617	-0.03301666	-0.09066585	-0.08929589	0.2002504	-0.1121592	-0.08623545	-0.08150859	-0.1046661	-0.09759383	-0.002291317	-0.0575109	0.01604445	-0.05293121	-0.08428575	-0.08403444	-0.05484509	-0.07471204	-0.09814643	-0.06549203	-0.09922774	-0.00675513	0.002452679	-0.09517681	-0.07523907	0.1352144	-0.06465836	-0.03541469	0.07691105	0.06330361	-0.07030341	-0.05088371	0.02290759	-0.03523097	-0.03066799	-0.06523358	-0.07247656	-0.01079495	-0.01341545	-0.05672724	-0.02313154	-0.04392501	-0.08781602	-0.0821669	-0.01999062	-0.07506262	-0.03630641	-0.0875662	-0.06312932	-0.1033493	-0.04756674	0.2813047	-0.02470521	-0.08505258	-0.082782	-0.05017587	-0.08920937	-0.01840912	-0.02354103	-0.08090466	0.004329354	0.03185955	-0.05987801	-0.08123902	-0.09837273	0.08399135	-0.04644947	-0.01953119	-0.03711907	-0.1010793	-0.04647086	-0.09430286	-0.06849951	-0.08372992	0.2282422	0.1561122	0.03548863	-0.07162151	0.1226744	0.1409103	-0.0847563	-0.05503222	0.1651536	-0.07503611	-0.05091193	-0.04493329	-0.0109188	-0.0939795	-0.03122836	-0.03285788	-0.04470784	-0.04935015	-0.08740055	-0.01038107	0.1903402	0.2840446	0.0663993	-0.03379218	-0.04863207	-0.05117408	-0.03649036	-0.09691297	-0.01542772	0.1738476	-0.0892027	0.02717816	-0.07458522	0.02592811	-0.05005926	0.01313666	-0.06915278	-0.09964304	-0.04380856	-0.06980416	-0.07075919	0.02587949	-0.07461996	0.03965027	-0.01194694	-0.06176196	-0.09797901	-0.09263739	0.08747267	-0.04353705	-0.1094766	0.07402197	-0.05109023	0.01155771	-0.0688653	-0.0381815	-0.03201763	-0.06076937	-0.02231467	-0.03884363	-0.08507688	-0.06241084	0.2126322	0.160715	-0.06988879	0.1132441	-0.0520197	0.1578087	0.01570996	-0.09541757	0.1385379	0.03844369	-0.1258015	-0.01931837	0.05027345	-0.01264142	-0.0370146	0.2086534	-0.02972317	-0.03535813	-0.05675479	-0.04132723	0.1342713	-0.07049889	-0.07752468	-0.0413949	0.0329775	0.111812	0.2153082	-0.0479676	0.145206	-0.02767322	-0.1275711	0.1279749	-0.07167383	-0.05834184	0.06054009	-0.03996305	0.01937444	0.1247525	-0.0737193	-0.07730294	-0.002155271	-0.06434047	-0.02163029	0.2957367	0.1473251	-0.06455804	-0.03030866	-0.01346535	-0.05774303	-0.03681035	-0.04227992	-0.02176869	-0.01841425	-0.06219501	0.199436	-0.005513074	0.1576389	0.234777	-0.0798077	-0.0007525633	0.0116366	-0.01675949	0.00280987	-0.02919335	0.04045959	0.2210085	0.009375565	-0.06644639	0.2003686	-0.03954246	-0.035788	-0.05903401	-0.0146865	-0.06985406	0.01697955	-0.07199752	-0.0572632	-0.1071434	-0.08012912	0.000493522	-0.08603543	-0.05234321	-0.1038806	0.1463629
s104	-0.05821073	-0.09212532	-0.002927216	0.1582447	2	-0.05151757	0.005762585	0.01116841	-0.05197375	-0.0755851	-0.04235331	-0.04232505	0.07839252	-0.09962172	0.09164085	-0.1116146	-0.05881573	0.06960315	-0.03901877	-0.07310956	0.1152179	-0.006306795	0.07017232	0.02261518	-0.01231606	0.09198212	0.03591978	0.09099955	0.06090385	-0.02918518	-0.03485113	0.1576112	0.003123538	0.1590719	0.2259367	-0.00655837	0.005725743	-0.03800374	-0.07834265	0.2038324	-0.07454852	-0.02444884	0.01376318	0.1531907	-0.05186299	-0.02451981	-0.006739756	-0.01220217	-0.06728122	-0.09990499	0.4055789	-0.1053626	-0.06919575	-0.02977205	-0.01659788	-0.0324068	0.002393731	-0.0149211	0.01033724	-0.04810777	-0.07234417	-0.03073884	-0.03322199	0.2097842	-0.07896851	-0.1024641	-0.06190489	-0.01818997	-0.02002861	-0.03766971	-0.08120902	0.06873386	-0.03053474	-0.07598514	0.08502775	0.02774069	-0.07062784	-0.07088125	0.07205621	-0.02133109	-0.08007741	0.02323298	-0.02547618	-0.0560418	-0.07807268	-0.03112581	-0.08638913	0.2494262	-0.07876704	-0.07044852	-0.04089303	0.0220096	0.05349682	-0.08149655	0.02465684	-0.08129766	-0.05244077	0.1794914	0.064928	-0.07845157	-0.07819994	-0.07400849	-0.07568941	0.06654371	-0.04038769	-0.0939092	0.0245844	-0.003279066	-0.03689435	-0.07261968	0.2810098	-0.01601695	-0.0623907	-0.05057115	-0.1050277	-0.08204427	-0.01997043	-0.07359717	-0.05029014	-0.0264148	-0.08338007	0.06504795	0.02483793	-0.1167822	0.1185245	0.02038927	0.01429744	0.0005355969	0.03576117	-0.05933774	0.04380764	-0.03128425	-0.09064679	-0.101467	-0.08513786	-0.09817485	-0.02895867	0.009394701	-0.07840552	-0.04282237	0.1296184	0.1098507	0.01229353	-0.09192779	-0.1093514	-0.05875244	-0.002956293	-0.06370951	-0.04401272	0.06394599	-0.06985729	0.04842074	-0.04206667	0.08253573	-0.06821901	0.01928368	-0.07527914	-0.07315105	-0.02336143	-0.01218338	-0.1034849	-0.03056496	0.00750775	0.05673686	-0.0742632	-0.0612761	-0.09488878	-0.08000931	0.1242765	-0.1046255	-0.06237336	0.06665467	0.02021205	0.05920127	-0.06132033	-0.002568839	-0.006638259	-0.01246581	-0.09617779	-0.05636985	-0.04694337	0.1028801	0.03829585	0.1881992	-0.07003096	0.06748024	-0.03983736	0.1512799	-0.05307881	-0.105339	0.1896573	-0.009126196	-0.06090052	-0.0158597	0.05015564	-0.02955369	-0.05445285	0.1113483	0.0002760316	-0.02237589	-0.03313037	-0.0004766975	0.1089041	-0.08479713	-0.05524684	-0.05736168	0.02475996	0.02005913	0.0550156	-5.468364e-05	0.1303362	-0.03062217	-0.01706032	0.1833126	-0.01225637	-0.04174659	0.07068995	-0.03680674	-0.06511231	0.1612066	-0.023905	-0.1175748	-0.00890074	-0.054199	-0.0311251	0.1204093	0.3706916	-0.09517267	-0.1202999	-0.05489858	-0.03560772	-0.03116414	-0.00991004	-0.05668273	0.05166533	-0.0461381	0.01084404	-0.05194709	0.2739231	0.137904	-0.07681526	0.001192948	0.05573642	-0.0826442	-0.0595724	-0.02994501	-0.004421218	0.2107783	-0.02799304	-0.03853957	0.09671375	-0.02342482	-0.1108917	-0.02016109	-0.0269279	-0.09432616	-0.0697057	-0.07416485	0.0629491	-0.07093309	-0.062625	0.05789462	-0.06947248	-0.04870454	0.1475111	0.1451259
s105	0.2135972	-0.05208135	0.01360934	-0.04546621	-0.05151757	2	-0.005196751	-0.02266625	0.1534345	-0.0573965	-0.01945775	-0.01798046	-0.05815632	-0.05279685	-0.0009683987	-0.01933935	-0.07579853	-0.02011069	-0.04718756	-0.01515481	-0.005706966	0.01853303	-0.05288107	-0.07475722	-0.06242147	0.007187333	0.1793291	-0.01719053	-0.03038594	-0.03124698	-0.03028558	-0.05099919	0.07119561	-0.05255581	-0.05234259	-0.03486358	-0.03511564	-0.05211305	-0.04364989	-0.006690487	-0.01943301	-5.149532e-05	-0.07215476	-0.001793991	-0.0445127	-0.02126721	-0.06282743	0.02544773	-0.02231813	-0.0114909	-0.04740988	-0.02205359	-0.02383544	-0.0351367	-0.05220826	-0.03876133	0.04862931	0.03792175	0.001828363	0.02149043	0.1932276	-0.06354063	0.02849671	-0.0337596	-0.03469349	-0.01643652	-0.04597673	-0.0001972631	-0.03972503	-0.02772484	0.02240326	0.004394117	0.3821259	-0.0442024	-0.06489757	-0.02341375	-0.008670741	-0.03412731	0.03599381	-0.02578125	-0.05531067	0.1426903	0.007957821	-0.006683369	-0.03799449	-0.06450838	-0.03662894	-0.04070353	0.003757432	-0.01090689	0.2056454	0.01718	-0.03067246	-0.0365009	-0.07473177	-0.01073557	-0.003768157	-0.01132059	-0.05354688	-0.02601264	-0.001308246	0.09733972	0.03071969	0.001998656	0.01411516	0.1755921	0.003145403	-0.06162052	0.01845884	-0.02963106	-0.05681326	-0.09057016	0.2364012	-0.07654075	-0.02987752	-0.05893758	-0.07048167	-0.03036539	-0.003637012	-0.006732569	-0.05532134	-0.0478251	-0.0186429	-0.08750805	-0.05776032	-0.0645118	-0.06168453	0.007512102	-0.02012086	-0.04234857	-0.07357778	-0.05130831	0.1270594	0.1764997	-0.03560917	-0.07563445	-0.03354779	0.02559665	-0.02993012	0.1585181	-0.05483982	-0.05217012	-0.0414121	-0.03253786	-0.05067176	0.2149433	-0.001595237	-0.0227226	-0.01841967	-0.03142076	0.1435507	-0.02486019	-0.01634192	-0.03488933	0.01645272	0.08618781	0.003878294	-0.01059773	0.03206758	-0.01532675	-0.01865673	-0.01970524	-0.02301292	0.1670621	0.001169719	-0.01164776	-0.04417175	-0.01948286	0.009342836	0.001845191	-0.07209317	-0.06711289	-0.05581034	-0.03626488	-0.04455708	0.03471019	0.1379396	0.07352094	-0.02913745	-0.03038635	-0.0338169	0.01548971	-0.006130062	-0.0574547	-0.01421866	-0.0004903203	0.03486324	-0.04672114	0.05080479	-0.01914379	-0.04207984	-0.01378569	0.1655563	-0.01766077	-0.007240642	-0.05648101	-0.03161085	-0.07126622	-0.002241204	0.02820996	0.003225419	0.003978122	-0.01117696	-0.04242649	0.04313331	0.1109335	-0.09869316	-0.05067571	-0.02836652	0.0152759	0.009358248	0.1751502	-0.07441128	-0.03787652	-0.03140031	0.07737971	-0.0251179	0.1681357	-0.03954957	0.01187975	-0.07104085	-0.05487837	-0.06438207	-0.01864587	0.0006320646	-0.0695177	-0.03189963	-0.006225147	-0.03985164	-0.007222812	0.03548295	0.04757005	0.04946833	0.00140131	-0.08951505	0.3974953	-0.06203912	0.1522627	-0.0123762	0.01749446	-0.02751734	0.00180872	-0.02753848	-0.04750132	-0.04590638	0.014179	0.0002399013	-0.005259488	0.01167576	-0.03746823	-0.05109261	-0.006954934	-0.0710428	0.2619034	-0.05994536	-0.02853204	-0.06188828	-0.02370048	-0.06334182	0.2360833	-0.01576555	-0.1119893	-0.03585291	0.07284423	-0.02780399	-0.02565403
s106	0.03167225	-0.05827504	0.008924364	-0.011537	0.005762585	-0.005196751	2	-0.06538267	0.02122219	-0.05606991	-0.06220886	-0.04481342	-0.007175609	-0.07785554	-0.02191156	-0.06905003	0.01580912	-0.0005440811	-0.003190044	0.02214479	0.02429422	0.04041244	-0.04456258	-0.008092425	-0.03480162	-0.01417612	-0.005750099	-0.01579324	0.01362194	-0.01489887	0.004770251	0.07252559	0.00887775	0.01839684	-0.05197708	-0.00843449	0.09727731	-0.06009447	-0.04729905	-0.005927466	-0.03126345	-0.01922944	-0.03075578	0.004278453	-0.02364665	0.003050472	-0.007329282	0.1643396	-0.0231889	-0.0479502	0.01019299	-0.03886839	-0.08800902	-0.0467613	-0.06755682	-0.02516241	0.03648762	0.005947735	-0.001755965	0.006500119	0.002222098	-0.009668182	-0.00279215	-0.0438513	-0.04808054	-0.04987915	-0.009130545	-0.02490514	0.0066893	-0.01615875	-0.02526074	-0.03954661	-0.01504018	0.006742381	0.2707741	-0.003542285	-0.03350484	-0.01188769	-0.02940292	0.01618968	-0.002731321	-0.03469241	0.2205824	-0.02454796	-0.04282442	-0.03987159	-0.03320521	-0.008196213	-0.01053731	-0.04537707	-0.008772668	0.01593736	0.04766423	-0.01433212	-0.03311155	-0.003144578	-0.007753162	0.009361741	-0.01695014	-0.05245793	-0.03882025	-0.02336937	0.01277672	0.1328297	0.02983568	-0.003281041	0.03354786	-0.05503671	-0.008410137	-0.02953802	0.05118852	0.009306728	-0.005856842	-0.08017945	-0.003621761	-0.02431801	-0.03461514	-0.05877429	0.04079953	-0.00565395	0.0270749	0.0006945631	0.06400718	0.00364685	-0.02742905	0.0193159	0.003939934	0.1681084	-0.02381929	-0.05341644	-0.02191129	-0.02043748	0.05051599	0.01326485	-0.03752726	-0.03042617	-0.0534276	-0.01025702	0.00267865	0.004245775	0.01353536	-0.02223322	0.07509166	0.001032832	-0.01286234	0.009014021	0.03415621	-0.05239194	-0.03281371	0.01624408	-0.02493739	0.02142442	-0.01157483	-0.03130313	0.02671269	-0.02898274	0.01773932	-0.04897025	0.0307218	-0.03110351	-0.05576854	0.01278542	0.003673044	0.04067442	-0.03668672	0.01560603	-0.0486425	-0.0148074	-0.00613044	-0.02207338	-0.01483226	0.05678792	-0.01803145	0.06659017	-0.05994982	0.02922038	0.04802319	0.01447958	-0.03953692	0.1592136	0.2947618	7.906095e-05	-0.02110905	-0.03807174	-0.07782713	-0.00295583	0.1912493	-0.02290352	0.0189087	-0.00269262	0.003070671	-0.007873552	0.01300906	0.05513483	-0.001338898	-0.07533298	-0.06970463	-0.01890683	-0.03496514	0.02001099	-0.02575736	0.04851837	-0.03401692	-0.07769247	-0.03812156	-0.03552529	-0.03614622	-0.04020597	0.02268844	0.07130028	0.02066089	0.08456162	-0.02810777	-0.0007681815	-0.06568756	0.01473556	0.1309719	-0.0253223	0.006523156	-0.005552309	-0.03283676	-0.0257984	-0.01393313	-0.04364496	0.2403413	0.01518626	-0.01608782	-0.05349164	-0.07753851	-0.02174835	-0.001880911	0.005635924	0.03826007	-0.005288911	0.02074994	0.003604167	-0.06447801	-0.04006953	0.03518312	0.02016332	-0.09994466	0.01006394	-0.03796383	-0.02488715	-0.03730233	0.009465389	-0.008439656	-0.03809639	0.005137798	-0.06519721	-0.01873572	-0.03649405	0.01188078	0.05003281	-0.02304256	-0.0222783	-0.001578749	-0.07012478	-0.02598747	0.005513624	-0.06777803	-0.02429862	-0.06291246	0.01214969	-0.001967757	-0.005762474
