asv	BJ-1	BJ-2	BJ-3	HLD_A-1	HLD_A-2	HLD_A-3	HLD_B-1	HLD_B-2	HLD_B-3	MW-1	MW-2	MW-3	WLD-1	WLD-2	WLD-3	WZ-1	WZ-2	WZ-3
ASV993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1006	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1012	23	0	0	0	0	0	0	9	10	17	24	21	0	0	0	0	0	0
ASV1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1014	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0
ASV1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1044	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0
ASV1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1052	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0
ASV1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1059	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1078	3	3	0	0	4	14	5	10	0	5	0	0	3	0	9	0	0	0
ASV1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1092	0	11	0	0	0	0	0	0	0	0	0	24	0	0	0	25	0	15
ASV1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1102	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0
ASV1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82
ASV1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
ASV1147	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1148	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0
ASV1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1176	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
ASV1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1198	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0
ASV1199	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0
ASV1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1203	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0
ASV1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1208	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1209	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
ASV1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1217	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0
ASV1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1222	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0
ASV1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1230	0	0	0	0	13	48	0	0	0	0	0	0	0	0	0	0	0	0
ASV1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
ASV1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1242	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1243	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0
ASV1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1250	9	3	0	0	0	0	0	0	0	0	11	10	7	8	0	5	5	0
ASV1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
ASV1268	2	0	0	12	0	5	0	0	0	0	0	0	7	0	3	10	0	9
ASV1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1274	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1282	0	0	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0
ASV1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1289	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1290	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0
ASV1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1298	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	12	0	0
ASV1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1303	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0
ASV1304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1314	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0
ASV1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
ASV1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
